id,X4,X11,X18,X26,X50,X3112
154220505,1.0931033,146.15912,19708.537,3515.9692,15.203469,401525.84
195736552,1.0425744,148.82065,19701.482,3475.5286,15.027316,399193.9
182701773,0.9599579,150.50809,19699.47,3462.2705,14.931363,398383.0
27688500,1.0652269,144.95563,19700.596,3473.705,15.57507,398272.78
195825045,0.9493855,149.68788,19699.494,3463.1792,15.063448,398253.97
90218281,1.0764639,143.57962,19701.008,3474.283,15.445238,398260.1
184784126,1.128598,142.56656,19700.639,3468.2402,15.315908,398003.5
196505896,0.9862073,148.62454,19699.99,3460.298,14.817541,398246.97
190205411,1.0078139,146.94548,19699.688,3459.9734,15.1135,398008.3
193155678,0.94124717,150.89743,19699.256,3461.7632,14.981822,398197.56
196236454,0.9977181,151.62527,19700.1,3466.3252,14.895535,398721.25
88250214,0.9569867,149.21088,19699.773,3460.9175,14.888766,398196.7
191944528,0.9690641,148.0901,19699.752,3464.8545,15.166423,398353.7
195493725,1.0580105,148.81036,19702.436,3482.909,15.022681,399694.3
70134978,1.0723714,143.76979,19700.467,3473.1826,15.748205,398082.6
133890184,1.0645385,143.86327,19701.354,3479.5874,15.642185,398396.97
68444641,1.0948954,147.49117,19701.828,3489.55,15.236741,399336.8
192180569,1.1196734,142.01991,19701.31,3471.8882,15.36434,398062.5
196586748,1.0042945,150.40196,19700.143,3472.6736,15.074798,399012.47
195485068,1.0840511,149.80116,19703.43,3491.0254,15.070723,400558.44
195545760,0.989314,148.332,19700.379,3470.5427,15.184231,399077.78
189067868,1.0802633,149.46928,19702.262,3487.8667,15.10016,399961.22
131023803,0.9586292,148.02377,19699.883,3467.7224,15.238568,398537.0
194368572,1.0096524,148.18452,19699.861,3466.5422,15.282291,398244.78
189725896,0.9815159,149.31625,19699.537,3463.898,15.02142,398204.56
173252815,0.89733374,151.7336,19699.45,3461.44,14.910164,398584.25
195533521,0.9931066,151.64308,19699.84,3463.014,14.968718,398348.88
195745232,0.9979203,151.62193,19699.797,3465.9485,14.95551,398540.06
167228481,1.0262306,148.64551,19700.379,3466.3137,14.914221,398535.66
95065732,0.9791815,148.98553,19700.121,3465.8286,14.935335,398480.97
195765481,0.931316,152.87071,19699.516,3460.697,14.765567,398593.44
196106550,0.964294,148.90303,19699.428,3462.742,15.133616,398152.1
164667216,1.0222609,145.4303,19699.797,3464.6738,15.364298,397898.62
196427019,0.96239424,148.62437,19699.623,3464.3904,15.185981,398332.7
106805402,1.058966,148.41704,19705.334,3500.969,14.917749,401235.44
195791417,1.0835685,141.53346,19700.379,3466.1426,15.325513,397945.8
139349381,0.96532273,150.36447,19699.623,3462.2952,14.922931,398384.3
193429351,1.0857463,147.23473,19703.43,3494.4404,15.20084,399892.28
194639882,0.94495064,148.35277,19699.428,3464.029,15.220121,398234.75
153077808,0.9884422,148.60985,19699.709,3464.326,15.024965,398284.6
175180283,0.9720376,148.87761,19699.32,3461.7632,15.104828,398024.03
129383924,1.0046469,149.51599,19702.781,3478.7507,14.802081,400522.84
194749428,0.9484441,152.49963,19699.537,3463.3257,14.880048,398555.8
194821149,0.95164573,155.19481,19699.494,3461.7383,14.786162,398838.16
195656804,1.0445426,148.5415,19700.986,3467.6938,14.911118,398676.16
187922795,1.1133391,146.32025,19702.672,3492.4592,15.231376,399456.53
107367396,1.0063413,149.85808,19700.51,3471.6423,14.984623,399574.97
194295516,0.9761931,150.58661,19699.861,3464.147,15.027333,398767.66
194215752,1.0177308,154.07916,19700.402,3469.96,14.821905,399129.03
195654943,0.9965182,149.38487,19699.73,3463.9854,14.955728,398375.56
195782073,1.0425514,148.48656,19699.947,3462.128,14.923823,398056.8
194674247,1.0408506,148.05937,19701.396,3474.9143,15.020371,398819.75
191473574,0.9342056,149.5517,19699.19,3461.0828,14.98399,398011.8
192538170,1.0930231,148.90965,19701.354,3482.1843,15.089681,399181.2
195641284,1.0778879,149.08813,19706.264,3500.431,14.842881,400638.5
196440360,1.0338995,149.47963,19700.941,3469.0457,14.908396,398665.66
189579961,0.96668047,151.09514,19699.752,3464.9402,14.974113,398732.62
190802025,1.0371307,146.1604,19700.684,3471.383,15.2205515,398515.56
154829076,1.0143042,146.65599,19700.076,3463.1394,14.914912,398187.94
194392430,0.9529549,150.92966,19699.602,3461.786,14.906052,398351.5
192947182,1.0765368,146.5467,19700.791,3472.6946,15.245894,398595.62
196310338,0.9661086,151.19977,19699.645,3465.3225,15.053388,398452.1
193286786,1.0773914,144.59592,19700.986,3471.8442,15.268845,398338.8
194510869,0.9929173,149.92819,19699.969,3462.915,14.804482,398382.12
173826881,0.96339,149.09697,19699.623,3462.8313,14.991045,398246.1
194304021,1.0251868,149.37775,19700.445,3466.6355,14.955744,398712.94
89161125,0.96364135,150.03992,19699.277,3460.8262,14.991218,398103.16
195549456,1.0863218,145.46103,19700.92,3469.9941,15.164458,398244.34
188245542,1.1043131,141.56734,19702.24,3468.5125,15.484364,398167.4
195252178,0.96873766,155.91162,19700.357,3465.0962,14.677165,399485.03
176787893,0.9474361,150.8176,19699.602,3463.4778,14.933404,398624.53
184132477,0.97665054,150.28888,19699.645,3463.6946,15.044738,398493.25
185689798,1.0130755,151.40169,19699.84,3465.8723,14.976909,398517.3
71880352,1.0507585,145.06987,19700.986,3475.0613,15.164754,398703.75
196568714,0.974221,148.89738,19699.752,3463.4949,15.0271635,398379.5
195552361,1.0253314,148.3983,19700.271,3468.1335,15.055508,398551.0
184484837,1.1594468,140.43959,19705.744,3471.1982,15.4236145,398540.06
178391332,1.0464717,149.40652,19702.37,3478.896,14.907897,399876.03
180896710,0.94757986,149.62741,19699.19,3460.9917,14.994395,397998.25
195417424,1.0511899,148.05319,19706.373,3505.2134,14.969153,401704.88
195276621,0.95603436,151.2226,19699.234,3462.8865,14.93197,398148.62
177741332,1.0998644,147.9211,19704.729,3504.6995,15.2299,400602.44
195033308,1.2105896,138.79834,19701.678,3478.8137,15.669611,398157.34
194331464,1.0575823,150.58528,19701.44,3485.6863,15.122804,399802.28
190144687,0.99471194,149.08928,19699.926,3464.5027,15.093774,398411.44
179333465,0.98115116,150.39717,19699.428,3462.4873,14.994873,398219.88
138597585,1.0554923,148.98643,19703.885,3489.782,14.917299,400537.34
194487347,0.99522847,153.6186,19700.229,3468.48,14.737325,399179.0
195152409,1.083201,144.36636,19701.396,3473.5964,15.139583,398671.34
195619657,1.0046192,143.54132,19699.947,3463.162,15.210724,398142.94
74506679,1.1251632,146.64424,19702.262,3491.3684,15.366377,399383.72
194712698,1.1105108,143.50162,19700.51,3465.648,15.279297,397838.78
195250779,1.0511534,147.96512,19701.635,3484.2092,15.217995,399692.12
170408904,0.9456921,151.90637,19699.45,3459.1946,14.752701,398396.12
194243689,1.0039074,147.14616,19699.947,3466.5554,15.261738,398278.47
183945769,1.061261,145.00792,19700.66,3469.3674,15.323532,398248.72
142395367,0.9948758,148.51631,19699.752,3463.9912,15.082108,398261.4
192061226,1.0078772,148.1659,19700.143,3468.6133,14.995416,398749.72
192203458,1.0151738,149.604,19700.898,3474.0808,15.077389,399209.66
195914715,1.0146471,149.06718,19700.164,3466.0303,14.951073,398573.75
175715077,0.9872258,148.43153,19699.773,3465.273,15.141499,398335.75
163862733,0.916892,150.33336,19699.363,3463.0518,15.073077,398343.62
190049872,1.0524993,148.84802,19702.5,3483.7466,15.108199,399912.9
37398602,1.0742487,148.09766,19703.646,3490.87,14.971775,399793.94
188396344,1.1185621,144.94847,19704.23,3497.0715,15.279729,399609.2
194279631,1.1763335,145.04614,19709.812,3528.6484,15.473279,401375.56
192810752,0.9211114,150.86711,19699.125,3459.6353,14.9095545,398058.12
151801422,1.0966485,148.031,19703.754,3495.7988,15.231447,400434.44
193463071,1.0313568,146.21281,19699.969,3465.3948,15.130456,398169.16
195576548,0.9913073,150.95485,19699.904,3467.867,15.060926,398838.16
190026274,1.0669782,144.49925,19699.773,3467.098,15.662865,397883.78
191247351,1.0636114,145.94104,19700.121,3465.5317,15.249001,398077.38
163914571,1.1173688,146.21634,19707.129,3513.0906,15.174547,401046.94
106911166,1.0368727,147.13477,19700.314,3469.8835,15.168017,398539.62
195839253,0.96495706,154.69644,19700.012,3464.9802,14.706383,398787.38
114643132,0.97759956,153.76515,19699.861,3465.5186,14.83864,399022.56
180084704,1.0068047,147.03635,19700.271,3468.305,15.250273,398358.94
191825838,0.9634848,149.34608,19699.494,3461.8467,15.016518,398285.47
55778371,1.066849,148.54884,19705.637,3502.976,14.965867,401483.97
174052276,1.0333548,149.39693,19701.31,3471.6062,14.922664,399012.47
183253040,0.9913208,151.45822,19700.379,3466.2017,14.832785,398786.47
193727406,1.0311779,146.3188,19700.033,3472.6926,15.547251,398251.78
178536175,1.0237633,148.42307,19700.596,3474.2659,15.2661,399298.66
188689207,1.0485697,149.54677,19700.314,3476.3987,15.016777,399204.84
195990354,1.0306418,149.80165,19700.855,3472.4314,15.014168,399147.88
195069016,0.9717045,148.28119,19699.516,3461.269,15.012998,398133.3
196069183,1.0007644,148.35887,19699.666,3464.9802,15.160196,398295.97
175152250,1.142668,138.37738,19702.066,3474.5842,15.640287,398149.94
187765663,0.97593594,149.11441,19699.623,3464.4685,15.198129,398299.03
194016377,0.9887539,151.35016,19700.791,3469.2512,14.961957,399090.03
182400228,1.0228689,147.68465,19702.521,3481.4102,14.82974,399881.28
175171293,0.9538511,151.74101,19698.975,3458.7236,14.934273,398070.38
140957344,0.97778547,154.44026,19700.207,3466.1235,14.706036,399389.44
106268113,1.0506827,148.99658,19700.357,3472.193,15.102834,398834.22
187872780,1.1114647,145.06119,19705.074,3512.701,15.481856,399974.38
150935267,1.0031102,146.6073,19699.494,3465.5813,15.372262,398105.78
188991739,1.1765156,140.45879,19701.244,3468.5105,15.512198,397718.25
192000002,0.9553412,149.94934,19699.428,3461.0354,14.947384,398246.97
164511185,0.95036215,148.30757,19699.883,3464.7957,14.956807,398526.47
149501309,1.0531719,149.59702,19700.424,3472.927,15.040427,398921.8
194293372,0.9494687,149.28616,19699.363,3461.5579,15.055896,398113.22
10970246,1.0530211,147.23238,19701.895,3480.5178,15.179109,399208.34
146619975,0.9829559,147.05772,19699.818,3463.5557,15.235386,398215.06
167026893,1.0378865,148.75792,19702.457,3480.447,14.871073,399832.56
181706236,1.043969,147.30724,19700.402,3467.2844,15.130675,398397.44
184940963,1.0821241,146.53255,19703.258,3493.5178,15.141678,400216.0
195399294,1.0260139,148.06125,19699.926,3466.27,15.2009535,398192.3
180728583,0.94467556,149.75528,19699.299,3462.7288,15.033488,398135.5
191942861,0.9580434,148.81616,19699.04,3460.714,15.12194,397857.56
48631754,1.0459435,145.84068,19700.055,3468.0706,15.3320055,398126.3
194657669,0.9569107,150.45432,19699.385,3462.0024,15.012569,398178.78
195627336,1.0198066,149.63399,19700.941,3472.725,15.128313,398956.84
108110980,1.0850083,149.96556,19701.852,3488.3242,15.175226,400030.2
194830389,0.9666318,149.50417,19699.537,3461.1873,14.996795,398119.75
190947649,0.9499756,149.74615,19699.47,3461.9094,15.021163,398236.47
159127588,1.1076394,145.89273,19704.598,3501.434,15.252676,400117.6
193522606,0.95316225,149.19293,19700.143,3461.7593,14.789645,398580.3
195274799,0.9467239,152.29306,19699.32,3463.803,14.937458,398371.2
194813565,1.0246468,144.6021,19699.645,3467.549,15.66504,397825.25
195765611,0.97573227,154.89368,19699.602,3464.339,14.731934,398834.22
139303237,1.0354738,148.31621,19700.379,3474.7102,15.132811,398801.38
193325416,1.0869756,147.87296,19700.855,3473.1445,15.121272,398561.06
189545031,1.0977689,146.41362,19704.945,3495.586,14.996638,399975.25
159906068,1.094771,141.98529,19700.314,3467.2063,15.298589,398083.9
62639943,0.9592565,150.0228,19699.47,3463.0557,15.015627,398271.9
196289757,0.94140315,149.50499,19699.428,3464.339,15.126556,398292.03
193216694,1.0792617,146.9287,19702.564,3479.511,15.042545,399181.62
167040767,1.0953563,146.2906,19703.992,3492.8179,15.143169,399578.9
193241912,0.96449655,149.54604,19699.688,3463.1506,15.057541,398523.0
190052571,0.9309238,150.73474,19699.32,3462.2896,15.030047,398220.3
196213458,1.0275788,146.66776,19699.883,3463.3445,15.011621,398027.97
