id,X4,X11,X18,X26,X50,X3112
154220505,1.1365736,146.95427,19707.172,3513.4243,15.23253,401629.03
195736552,1.0363896,149.28487,19701.008,3473.545,15.009784,398997.16
182701773,0.9501299,151.2578,19699.256,3462.183,14.998968,398229.94
27688500,1.085086,144.01443,19700.834,3478.915,15.747504,398267.1
195825045,0.97087175,149.02684,19699.234,3462.5803,15.12901,398069.94
90218281,1.0852966,144.22893,19700.012,3466.4927,15.478963,397907.8
184784126,1.0729227,143.5719,19700.186,3463.9817,15.149701,397933.6
196505896,0.99397886,149.5159,19700.314,3466.1025,14.8039055,398748.84
190205411,1.0733749,144.64354,19700.229,3463.0994,15.15107,397946.25
193155678,0.9573864,150.3336,19699.082,3460.5261,15.017383,398004.8
196236454,0.9970661,148.8911,19700.033,3466.803,15.054548,398479.66
88250214,0.937151,149.42358,19699.818,3461.2917,14.914298,398426.28
191944528,1.0107344,147.51895,19699.947,3465.8513,15.192757,398358.94
195493725,1.0605092,148.18102,19702.65,3484.1423,14.999298,399649.56
70134978,1.077747,144.41591,19700.51,3475.0955,15.72349,398122.38
133890184,1.0178171,145.22406,19700.51,3473.623,15.507247,398333.56
68444641,1.0974969,148.54248,19701.46,3486.1494,15.27798,399288.6
192180569,1.1248417,141.58778,19701.008,3467.9546,15.446892,398114.06
196586748,0.9753273,150.78813,19699.688,3465.8306,15.00596,398653.4
195485068,1.0621742,149.70728,19702.543,3487.6445,14.975898,401070.25
195545760,1.0042431,147.9349,19700.467,3470.7466,15.204283,398884.16
189067868,1.0721906,149.22955,19702.39,3485.7705,15.022697,400003.8
131023803,0.9635893,150.02748,19699.969,3466.8542,15.126066,398946.34
194368572,0.9963919,148.47148,19699.861,3466.7761,15.203561,398292.9
189725896,0.9777505,149.97346,19699.537,3463.088,14.988942,398254.4
173252815,0.92605424,151.40834,19699.32,3460.6914,14.922488,398407.06
195533521,0.98018754,153.0006,19699.666,3461.8315,14.808388,398519.06
195745232,1.0284692,149.91287,19700.033,3469.6685,15.103758,398621.9
167228481,1.0265676,148.33607,19700.314,3466.6943,14.926744,398475.72
95065732,0.9528398,148.27452,19699.861,3462.6033,14.902296,398366.8
195765481,0.9323433,151.77725,19699.559,3461.2026,14.8509865,398446.0
196106550,0.96898776,149.09877,19699.516,3461.934,15.097218,398221.62
164667216,1.0190573,144.87202,19699.84,3465.4387,15.427587,397975.1
196427019,0.9897017,147.13437,19699.969,3466.9304,15.210975,398369.0
106805402,1.0793114,147.3053,19705.832,3502.1606,14.960273,401056.16
195791417,1.0804795,142.3637,19700.467,3466.2795,15.217898,397956.3
139349381,0.9563339,150.8952,19699.861,3465.488,14.968821,398627.16
193429351,1.0441309,149.81177,19701.828,3479.3716,15.0794,399792.62
194639882,0.97043407,148.28795,19699.645,3467.2578,15.196068,398321.3
153077808,0.95103395,150.17465,19699.47,3460.5186,14.902361,398177.03
175180283,0.95457727,149.76251,19699.213,3463.1926,15.141375,398107.53
129383924,1.028035,149.0595,19702.824,3483.1519,14.88332,400285.0
194749428,0.9359591,153.56667,19699.47,3463.337,14.848683,398624.1
194821149,0.9407077,151.99171,19699.277,3461.7537,14.978508,398339.7
195656804,1.0292577,148.66225,19700.727,3469.5273,15.027346,398581.2
187922795,1.1248386,146.29712,19703.02,3494.59,15.231911,399528.88
107367396,0.99157315,151.08867,19700.121,3471.0706,14.957493,399589.44
194295516,0.9853779,151.33122,19700.1,3466.5251,15.030583,398997.6
194215752,1.0137117,150.17342,19700.596,3468.3735,14.968915,398791.3
195654943,0.98239505,148.99544,19699.623,3462.413,15.006315,398271.03
195782073,1.0445323,148.0076,19699.84,3460.076,14.992539,397892.53
194674247,1.037447,149.77567,19700.705,3474.218,14.954869,399054.97
191473574,0.964673,146.9537,19699.04,3459.9182,15.134805,397876.38
192538170,1.1049206,148.6291,19701.785,3486.8845,15.142339,399499.94
195641284,1.0679951,149.19261,19705.723,3493.4429,14.769706,400544.38
196440360,1.0668548,147.42229,19701.873,3470.661,15.005672,398637.66
189579961,0.9611922,150.81834,19699.559,3464.0425,14.964511,398484.9
190802025,1.0472176,145.65672,19701.223,3474.1094,15.3040695,398623.62
154829076,1.0086182,146.64496,19700.271,3464.4475,14.902144,398317.8
194392430,0.96916586,149.57574,19699.904,3463.0251,14.888856,398511.2
192947182,1.0858508,146.54437,19700.812,3472.525,15.299953,398450.34
196310338,0.9476524,148.93466,19699.299,3464.2708,15.217343,398168.72
193286786,1.0733358,144.83934,19701.137,3473.7927,15.335832,398359.8
194510869,0.9766536,153.08057,19699.688,3461.9968,14.713759,398486.22
173826881,0.95346963,150.89445,19699.45,3462.4968,14.966848,398302.1
194304021,0.9858842,150.36382,19699.709,3461.3926,14.883136,398379.06
89161125,0.9598978,149.97388,19699.146,3459.7588,15.015096,397984.72
195549456,1.1091584,144.33601,19700.748,3468.516,15.239543,398083.9
188245542,1.0815452,142.49834,19701.938,3471.326,15.40748,398226.44
195252178,0.9724513,155.82083,19700.055,3464.887,14.7793255,399401.28
176787893,0.9759543,150.59727,19699.752,3465.6516,15.034867,398692.78
184132477,0.98427016,151.16591,19699.666,3466.607,15.039378,398518.16
185689798,1.0142186,151.18889,19700.012,3468.7905,15.016571,398591.25
71880352,1.0535386,145.9492,19701.244,3477.252,15.170857,399087.4
196568714,0.95980537,149.39989,19699.516,3464.092,15.092415,398302.97
195552361,1.0484084,147.84753,19700.855,3473.03,15.112098,398843.4
184484837,1.3687665,136.5585,19710.268,3457.6284,15.892951,398878.44
178391332,1.0243133,148.67465,19701.03,3470.5903,14.971743,399093.1
180896710,0.9460244,150.19576,19699.104,3460.703,15.04805,398020.56
195417424,1.0743642,148.18167,19705.744,3500.9114,14.989815,401102.84
195276621,0.96480805,149.77106,19699.277,3462.0842,15.026376,398102.72
177741332,1.0870948,149.84302,19702.846,3494.6611,15.165669,400626.62
195033308,1.1883609,138.99965,19702.154,3471.2727,15.623489,398128.06
194331464,1.0756427,149.57387,19702.002,3486.0156,15.212536,400112.75
190144687,0.9954147,149.04779,19699.797,3464.2668,15.040233,398329.2
179333465,0.9737848,149.94852,19699.32,3462.318,15.019205,398114.06
138597585,1.0267408,149.65575,19702.91,3482.9224,14.937372,400495.56
194487347,0.98888,155.20256,19699.947,3468.5505,14.721185,398952.03
195152409,1.0822288,145.47118,19702.176,3475.9922,15.082902,399364.88
195619657,1.0285649,142.84044,19699.818,3463.3218,15.288959,397944.1
74506679,1.1145281,146.55202,19703.365,3495.4727,15.341676,399658.75
194712698,1.061599,143.47412,19700.186,3464.2554,15.188208,397953.7
195250779,1.0357175,148.49242,19701.223,3476.6165,15.193895,399374.06
170408904,0.9125072,151.40036,19699.861,3461.4836,14.781439,398624.53
194243689,1.0046074,147.66446,19699.883,3465.2827,15.171961,398232.12
183945769,1.0542278,145.70728,19700.596,3470.44,15.261902,398457.34
142395367,0.9867013,148.71628,19699.709,3464.2764,15.170895,398267.97
192061226,0.9936923,147.86264,19700.164,3468.9255,15.029478,398589.5
192203458,1.0176647,148.8249,19700.77,3472.2542,15.083855,399132.1
195914715,1.0081097,148.32124,19700.121,3465.954,14.99728,398446.4
175715077,0.9643711,148.07831,19699.58,3462.9604,15.188294,398079.1
163862733,0.9153652,151.70886,19699.213,3461.0354,14.91553,398337.06
190049872,1.0738254,147.83586,19704.729,3500.2483,15.073114,400598.94
37398602,1.0628029,148.39667,19702.629,3484.703,14.980478,399803.16
188396344,1.1145414,144.2401,19704.295,3497.9988,15.239632,399708.34
194279631,1.1462265,146.40831,19707.887,3528.751,15.483913,401666.06
192810752,0.9034256,150.59454,19699.213,3458.156,14.913553,398024.03
151801422,1.1102462,147.59193,19704.945,3502.678,15.189941,400738.8
193463071,1.0489072,146.59634,19700.66,3465.3567,15.057747,398173.97
195576548,0.9868822,150.68692,19700.033,3467.6843,15.067765,399067.7
190026274,1.0607187,144.93088,19699.969,3472.0999,15.670915,398074.75
191247351,1.0401778,145.57607,19700.033,3464.71,15.280056,398092.22
163914571,1.1052344,146.36813,19706.459,3507.579,15.138611,400738.8
106911166,1.0365503,147.90437,19700.229,3469.9446,15.072283,398556.7
195839253,0.95218325,153.05931,19700.207,3467.2349,14.842926,398722.56
114643132,0.964765,153.95699,19700.055,3464.9915,14.792061,399409.6
180084704,0.9657711,149.01964,19699.47,3463.141,15.112488,398178.34
191825838,0.9477084,149.43343,19699.58,3463.3618,15.073813,398491.9
